institution_name,pays,type_financement
Uppsala Universitet,nan,0
Urban Innovative Actions,nan,2
UroGen Pharma,nan,1
Urology Care Foundation,nan,1
Urology Foundation,nan,1
Utah Agricultural Experiment Station,nan,0
Utah Department of Health,nan,0
Utah Division of Wildlife Resources,nan,0
Utah Science Technology and Research,nan,0
Utah State University,nan,0
Utah Valley University,nan,0
Utbildningsdepartementet,nan,0
Utenriksdepartementet,nan,0
Uyttenboogaart-Eliasen Stichting,nan,1
V Foundation for Cancer Research,nan,1
V. Kann Rasmussen Foundation,nan,1
VA Greater Los Angeles Healthcare System,nan,0
VCU Massey Cancer Center,nan,0
VHL Alliance,nan,1
VINCI,nan,1
VINNOVA,nan,0
"VISN 4 Mental Illness Research, Education, and Clinical Center",nan,0
VLIRUOS,nan,0
VMware,nan,1
VSNU Vereniging van Universiteiten,nan,0
VTCT Foundation,nan,1
Vaccine Research Center,nan,0
Valeant Pharmaceuticals International,nan,1
Vali-e-Asr University of Rafsanjan,nan,0
Vallee Foundation,nan,1
Van Andel Research Institute,nan,1
Vancouver Coastal Health Research Institute,nan,0
Vancouver Foundation,nan,1
Vanda Pharmaceuticals,nan,1
"Vanderbilt Digestive Diseases Research Center, Vanderbilt University Medical Center",nan,0
Vanderbilt Institute for Clinical and Translational Research,nan,0
Vanderbilt Memory and Alzheimer's Center,nan,0
Vanderbilt O'Brien Kidney Center,nan,0
Vanderbilt University,nan,0
Vanderbilt University Medical Center,nan,0
Vanderbilt-Ingram Cancer Center,nan,0
"Varda and Boaz Dotan Research Center for Hemato-Oncology Research, Tel Aviv University",nan,0
Varian Medical Systems,nan,1
Varsinais-Suomen Sairaanhoitopiiri,nan,0
Vascular Society,nan,2
Vasculitis Clinical Research Consortium,nan,2
Vasculitis Foundation,nan,1
Vassar College,nan,1
Vedecká Grantová Agentúra MŠVVaŠ SR a SAV,nan,0
Vehicle Racing Commemorative Foundation,nan,1
Vehicle Technologies Office,nan,0
Vehicle Technologies Program,nan,0
Veloxis Pharmaceuticals,nan,1
Velux Fonden,nan,1
Velux Stiftung,nan,1
Vera Bradley Foundation for Breast Cancer,nan,1
Vera and Joseph Dresner Foundation,nan,1
Vera og Carl Johan Michaelsens Legat,nan,1
Veracyte,nan,1
Verastem Oncology,nan,1
Verband der Chemischen Industrie,nan,1
Verein fur Krebsforschung,nan,1
Vermont Agricultural Experiment Station,nan,0
"Vermont Water Resources and Lake Studies Center, University of Vermont",nan,0
Versus Arthritis,nan,1
Vertex Pharmaceuticals,nan,1
Veski,nan,2
Vestas,nan,1
VetAgro Sup,nan,0
Vetenskapsrådet,nan,0
Veterans Administration Medical Center,nan,0
Veterans Affairs San Diego Healthcare System,nan,0
Veterinary Laboratories Agency,nan,0
Veterinärmedizinische Universität Wien,nan,0
VicHealth,nan,0
"Vice-Chancellor for Research, Shiraz University of Medical Sciences",nan,0
"Vicerrectoría de Investigación y Estudios de Posgrado, Benemérita Universidad Autónoma de Puebla",nan,0
Victoria University,nan,0
Victoria University of Wellington,nan,0
Victorian Cancer Agency,nan,0
Vidyasirimedhi Institute of Science and Technology,nan,1
Vienna Science and Technology Fund,nan,1
Vietnam Academy of Science and Technology,nan,0
Vietnam Education Foundation,nan,1
Vietnam Institute for Advanced Study in Mathematics,nan,0
ViewRay,nan,1
Vifor Pharma,nan,1
ViiV Healthcare,nan,1
Villanova University,nan,1
Villum Fonden,nan,1
Vilnius University,nan,0
Vir Biotechnology,nan,1
Viral Hepatitis Research Foundation of Japan,nan,1
Virbac,nan,1
Virginia Academy of Science,nan,0
"Virginia Agricultural Experiment Station, Virginia Polytechnic Institute and State University",nan,0
Virginia Biosciences Health Research Corporation,nan,2
Virginia Commonwealth University,nan,0
Virginia Department of Health,nan,0
Virginia Information Technologies Agency,nan,0
Virginia Microelectronics Consortium,nan,2
Virginia Polytechnic Institute and State University,nan,0
"Virginia Sea Grant, Virginia Institute of Marine Science",nan,0
Virginia Society of Ornithology,nan,0
Virginia Water Resources Research Center,nan,0
Virginia and D.K. Ludwig Fund for Cancer Research,nan,1
Virginia-Maryland College of Veterinary Medicine,nan,0
Virgo Consortium,nan,2
Viropharma,nan,1
Virtual Materials Group,nan,1
Vitaflo,nan,1
Vlaams Instituut voor Biotechnologie,nan,0
Vlaams Instituut voor de Zee,nan,0
Vlaams Supercomputer Centrum,nan,0
Vlaamse Instelling voor Technologisch Onderzoek,nan,0
Vlaamse Interuniversitaire Raad,nan,0
Vlaamse Liga Tegen Kanker,nan,0
Vlaamse Overheid,nan,0
Vlaamse regering,nan,0
Vogelbescherming Nederland,nan,0
Voice Foundation,nan,1
Voices Against Brain Cancer,nan,1
Volkswagen Foundation,nan,1
Volvo Research and Educational Foundations,nan,1
Vontobel-Stiftung,nan,1
Voyager Therapeutics,nan,1
Vrije Universiteit Amsterdam,nan,0
Vrije Universiteit Brussel,nan,0
Vulcan,nan,1
Vysoká Škola Bánská - Technická Univerzita Ostrava,nan,0
Vysoká Škola Chemicko-technologická v Praze,nan,0
Väisälän Rahasto,nan,1
Västerbotten Läns Landsting,nan,0
Västra Götalandsregionen,nan,0
Vårdalstiftelsen,nan,1
Všeobecná Fakultní Nemocnice v Praze,nan,0
W T Yoshimoto Foundation Charitable Trust,nan,1
W. Garfield Weston Foundation,nan,1
W. L. Gore and Associates,nan,1
W. M. Keck Foundation,nan,1
WILEY,nan,1
WWF International,nan,1
Waalse Gewest,nan,0
Waddenfonds,nan,0
Wadia Institute of Himalayan Geology,nan,0
Wageningen University Fund,nan,2
Wageningen University and Research,nan,2
Wageningen University and Research Centre,nan,2
"Waggoner Center for Alcohol and Addiction Research, University of Texas at Austin",nan,0
Waikato Medical Research Foundation,nan,1
Waikato Regional Council,nan,0
Waisman Center,nan,0
Waitt Foundation,nan,1
Wake Forest School of Medicine,nan,0
Wake Forest University,nan,1
Walailak University,nan,0
Waldemar von Frenckells Stiftelse,nan,1
Wallenberg Centre for Molecular and Translational Medicine,nan,2
Wallenberg Wood Science Center,nan,2
Wallonie-Bruxelles International,nan,0
Walloon excellence in life sciences and biotechnology,nan,2
Walt Disney Company,nan,1
Walter Burke Institute for Theoretical Physics,nan,0
Walter Reed Army Institute of Research,nan,0
Walter S. and Lucienne Driskill Foundation,nan,1
Waltham Centre for Pet Nutrition,nan,1
Walther Cancer Foundation,nan,1
Walton Family Foundation,nan,1
Warren Alpert Foundation,nan,1
Warren H. and Clara Cole Foundation,nan,1
Warszawski Uniwersytet Medyczny,nan,0
Warwick Medical School,nan,0
Waseda University,nan,0
Washington Center for Equitable Growth,nan,1
Washington Research Foundation,nan,1
"Washington Sea Grant, University of Washington",nan,0
Washington Space Grant Consortium,nan,0
Washington State University,nan,0
Washington Tree Fruit Research Commission,nan,0
Washington University School of Medicine in St. Louis,nan,0
Washington University in St. Louis,nan,0
Water Environment Research Foundation,nan,1
Water Environment and Reuse Foundation,nan,1
Water Research Commission,nan,0
Water Research Foundation,nan,1
Water Resources Department of Jiangsu Province,nan,0
"Water Resources Research Institute, North Carolina State University",nan,0
Water for Food Daugherty Global Institute,nan,0
Waterbird Society,nan,1
Waterloo Foundation,nan,1
"Waterloo Institute for Nanotechnology, University of Waterloo",nan,0
Wayne State University,nan,0
Wayne and Gladys Valley Foundation,nan,1
Weber State University,nan,0
Weill Cornell Medical College,nan,1
Weill Cornell Medicine,nan,1
Weill Cornell Medicine - Qatar,nan,1
"Weill Institute for Neurosciences, University of California, San Francisco",nan,0
"Weinberg College of Arts and Sciences, Northwestern University",nan,0
Weizmann Institute of Science,nan,0
Weizmann UK,nan,1
Welch Foundation,nan,1
WellPoint,nan,1
Wellbeing of Women,nan,1
Wellcome,nan,1
Wellcome / EPSRC Centre for Interventional and Surgical Sciences,nan,2
Wellcome Trust,nan,1
Wellcome Trust Centre for Mitochondrial Research,nan,1
Wellesley College,nan,1
Wellington Medical Research Foundation,nan,1
Wenner-Gren Foundation,nan,1
Wenner-Gren Stiftelserna,nan,1
Wenzhou Medical University,nan,0
Wereld Kanker Onderzoek Fonds,nan,1
Werner Otto Stiftung,nan,1
Werner Siemens-Stiftung,nan,1
Wesley Medical Research,nan,1
Wessex Medical Research,nan,1
West African Science Service Centre on Climate Change and Adapted Land Use,nan,0
"West China Hospital, Sichuan University",nan,0
West Light Foundation of the Chinese Academy of Sciences,nan,0
West London Research Network,nan,2
West Virginia Space Grant Consortium,nan,0
West Virginia University,nan,0
Western Australian Marine Science Institution,nan,0
Western Canada Research Grid,nan,0
Western Carolina University,nan,0
"Western College of Veterinary Medicine, University of Saskatchewan",nan,0
Western Economic Diversification Canada,nan,0
Western Grains Research Foundation,nan,0
Western Indian Ocean Marine Science Association,nan,0
Western Kentucky University,nan,0
Western Michigan University,nan,0
Western Regional Aquaculture Center,nan,0
Western SARE,nan,0
Western Sydney Local Health District,nan,0
Western Sydney University,nan,0
Western University,nan,0
Western University of Health Sciences,nan,1
Western Washington University,nan,0
Westfälische Wilhelms-Universität Münster,nan,0
Westlake University,nan,1
Westmead Millennium Institute for Medical Research,nan,2
Weston Brain Institute,nan,1
Weston Family Foundation,nan,1
Weston Havens Foundation,nan,1
Westpac Scholars Trust,nan,1
"Wharton School, University of Pennsylvania",nan,1
Whitaker Foundation,nan,1
Whitaker International Fellows and Scholars Program,nan,1
Whitaker International Program,nan,1
Whitehall Foundation,nan,1
Whitehead Foundation,nan,1
"Whitehead Institute for Biomedical Research, Massachusetts Institute of Technology",nan,1
"Whiting School of Engineering, Johns Hopkins University",nan,1
Whitley Fund for Nature,nan,1
Whitney and Betty MacMillan Center for International and Area Studies,nan,0
WiSys Technology Foundation,nan,0
"Wigner Fizikai Kutatóközpont, Magyar Tudományos Akadémia",nan,0
Wikimedia Foundation,nan,1
Wilburforce Foundation,nan,1
Wilderness Medical Society,nan,1
Wildlife Conservation Society,nan,1
Wildlife Conservation Society Argentina,nan,1
Wildlife Preservation Society of Australia,nan,1
Wildlife Reserves Singapore Conservation Fund,nan,1
Wilhelm Sander-Stiftung,nan,1
Wilhelm och Else Stockmanns Stiftelse,nan,1
Wilhelm und Else Heraeus-Stiftung,nan,1
Wilhelmina Kinderziekenhuis,nan,0
Willard L. Eccles Charitable Foundation,nan,1
William F. Vilas Trust Estate,nan,0
William Guy Forbeck Research Foundation,nan,1
William H. Donner Foundation,nan,1
William K. Warren Foundation,nan,1
William Lawrence and Blanche Hughes Foundation,nan,1
William Penn Foundation,nan,1
William T. Grant Foundation,nan,1
William and Ella Owens Medical Research Foundation,nan,1
William and Flora Hewlett Foundation,nan,1
Williams College,nan,1
"Wilmot Cancer Institute, University of Rochester Medical Center",nan,0
Wind Energy Technologies Office,nan,0
Windtree Therapeutics,nan,1
Wings for Life,nan,1
Winn Feline Foundation,nan,1
Winship Cancer Institute,nan,0
Winston Churchill Foundation of the United States,nan,1
Wisconsin Alumni Research Foundation,nan,0
Wisconsin Department of Natural Resources,nan,0
Wisconsin Historical Society,nan,0
Wisconsin Potato and Vegetable Growers Association,nan,1
"Wisconsin Sea Grant Institute, University of Wisconsin",nan,0
Wisconsin Soybean Marketing Board,nan,1
Wishlist,nan,1
Wissenschaftskolleg zu Berlin,nan,0
Wojskowy Instytut Medyczny,nan,0
Wolf Foundation,nan,1
Wolfermann-Naegeli Foundation,nan,1
"Wolfson College, University of Cambridge",nan,0
"Wolfson College, University of Oxford",nan,0
Wolfson Foundation,nan,1
Women and Children's Health Research Institute,nan,0
Women's Foundation of Minnesota,nan,1
Women's Health Initiative,nan,0
Wonkwang University,nan,0
Woodcock Institute for the Advancement of Neurocognitive Research and Applied Practice,nan,0
Woodland Trust,nan,1
Woodrow Wilson International Center for Scholars,nan,0
Woods Hole Oceanographic Institution,nan,0
"Woods Hole Sea Grant, Woods Hole Oceanographic Institution",nan,0
Woolf Fisher Trust,nan,1
Worcester Polytechnic Institute,nan,1
Workforce Development for Teachers and Scientists,nan,0
Workplace Safety and Insurance Board,nan,0
World Anti-Doping Agency,nan,2
World Bank Group,nan,2
World Cancer Research Fund,nan,1
World Cancer Research Fund International,nan,1
World Diabetes Foundation,nan,1
World Health Organization,nan,0
World Heart Federation,nan,1
World Meteorological Organization,nan,0
World Resources Institute,nan,1
World Wildlife Fund,nan,1
World Wood Day Foundation,nan,1
WorldQuant Foundation,nan,1
Worldwide Cancer Research,nan,1
Worldwide Universities Network,nan,2
Wound Healing Foundation,nan,1
Wright Medical Group,nan,1
"Wroclawskie Centrum Sieciowo-Superkomputerowe, Politechnika Wroclawska",nan,0
Wuhan National Laboratory for Optoelectronics,nan,0
Wuhan Science and Technology Project,nan,0
Wuhan University,nan,0
Wuhan University of Science and Technology,nan,0
Wuhan University of Technology,nan,0
Wuyi University,nan,0
"Wydział Biologii i Ochrony Środowiska, Uniwersytet Łódzki",nan,0
Wyeth,nan,1
Wyeth Pharmaceuticals,nan,1
Wyoming Space Grant Consortium,nan,0
Wyoming-Montana Water Science Center,nan,0
Wyższa Szkoła Informatyki i Zarzadzania z siedziba w Rzeszowie,nan,1
Wörwag Pharma,nan,1
Xarxa de Bancs de Tumors de Catalunya,nan,2
Xerox Foundation,nan,1
Xi'an Eurasia University,nan,1
Xi'an Polytechnic University,nan,0
Xiamen Municipal Bureau of Science and Technology,nan,0
Xiamen Ocean and Fishery Bureau,nan,0
Xiamen University,nan,0
"Xiangya Hospital, Central South University",nan,0
Xidian University,nan,0
Xihua University,nan,0
Xilinx,nan,1
Xi'an Jiaotong University,nan,0
Xi'an Jiaotong-Liverpool University,nan,2
Xunta de Galicia,nan,0
Y-mAbs Therapeutics,nan,1
Yakult Honsha,nan,1
Yale Cancer Center,nan,0
"Yale Center for Clinical Investigation, Yale School of Medicine",nan,0
"Yale Institute for Global Health, Yale School of Medicine",nan,0
Yale Liver Center,nan,0
Yale SPORE in Lung Cancer,nan,0
Yale School of Medicine,nan,0
"Yale School of Public Health, Yale University",nan,0
Yale University,nan,1
Yale-NUS College,nan,2
Yamagata University,nan,0
Yara International,nan,1
Yasuj University of Medical Sciences,nan,0
Yazaki Memorial Foundation for Science and Technology,nan,1
Yellowstone to Yukon Conservation Initiative,nan,2
"Yerkes National Primate Research Center, Emory University",nan,0
Yeshiva University,nan,1
Yildiz Teknik Üniversitesi,nan,0
Yonsei University,nan,0
Yonsei University College of Medicine,nan,0
York University,nan,0
Yorkhill Children's Charity,nan,1
Yorkshire Cancer Research,nan,1
Young Scientists Fund,nan,1
Youngstown State University,nan,0
Youth Innovation Promotion Association,nan,1
Youth Innovation Promotion Association of the Chinese Academy of Sciences,nan,0
Yrjö Jahnssonin Säätiö,nan,1
Yuhan,nan,1
"Yukawa Institute for Theoretical Physics, Kyoto University",nan,0
